Ticker,Description,Sector,Exchange
WEWIN,WE WIN LIMITED,Commercial Services,BSE
PGHH,PROCTER & GAMBLE HYGIENE & HEA,Consumer Non-Durables,BSE
PARADEEP,PARADEEP PHOSPHATES LIMITED,Process Industries,BSE
NATRAJPR,NATRAJ PROTEINS LTD.,Process Industries,BSE
ABHIFIN,ABHISHEK FINLEASE LIMITED,Finance,BSE
YASHMGM,YASH MANAGEMENT & SATELLITE LT,Finance,BSE
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,Process Industries,BSE
HESTERBIO,HESTER BIOSCIENCES LTD.,Health Technology,BSE
PANCHMAHQ,PANCHMAHAL STEEL LTD.,Non-Energy Minerals,BSE
CITYONLINE,CITY ONLINE SERVICES LIMITED,Communications,BSE
OPTIFIN,OPTIMUS FINANCE LIMITED,Distribution Services,BSE
ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.,Process Industries,BSE
GUJCONT,GUJARAT CONTAINERS LTD.,Process Industries,BSE
ITIETF,ICICI PRUDENTIAL MUTUAL FUND,Miscellaneous,BSE
ADORWELD,ADOR WELDING LTD.,Producer Manufacturing,BSE
4THGEN,FOURTH GENERATION INFORMATION,Technology Services,BSE
SRESTHA,SRESTHA FINVEST LIMITED,Finance,BSE
SUBEXLTD,SUBEX LTD.,Technology Services,BSE
BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,Process Industries,BSE
SAMINDUS,SAM INDUSTRIES LTD.,Finance,BSE
ORICONENT,ORICON ENTERPRISES LTD.,Producer Manufacturing,BSE
ACFSL,AMRAPALI CAPITAL AND FINANCE S,Finance,BSE
SAHYADRI,SAHYADRI INDUSTRIES LTD.,Non-Energy Minerals,BSE
NOCIL,NOCIL LTD.,Process Industries,BSE
ZENTEC,ZEN TECHNOLOGIES LTD.,Technology Services,BSE
ARCEEIN,ARCEE INDUSTRIES LTD.,Producer Manufacturing,BSE
KAMDHENU,KAMDHENU LIMITED,Non-Energy Minerals,BSE
GPPL,GUJARAT PIPAVAV PORT LTD.,Transportation,BSE
UNOMINDA,UNO MINDA LIMITED,Producer Manufacturing,BSE
WANBURY,WANBURY LTD.,Health Technology,BSE
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Producer Manufacturing,BSE
SHANGAR,SHANGAR DECOR LIMITED,Commercial Services,BSE
APMIN,APM INDUSTRIES LTD.,Process Industries,BSE
CREDITACC,CREDITACCESS GRAMEEN LTD.,Finance,BSE
UDAYJEW,UDAY JEWELLERY INDUSTRIES LIMI,Consumer Durables,BSE
ARIHANTCAP,ARIHANT CAPITAL MARKETS LTD.,Finance,BSE
LIBERTSHOE,LIBERTY SHOES LTD.,Consumer Non-Durables,BSE
BRANDBUCKT,BRANDBUCKET MEDIA & TECHNOLOGY,Commercial Services,BSE
CONFIPET,CONFIDENCE PETROLEUM INDIA LTD,Retail Trade,BSE
STARLENT,STARLINEPS ENTERPRISES LIMITED,Consumer Durables,BSE
SALZER,SALZER,Producer Manufacturing,BSE
APTPACK,APT PACKAGING LTD.,Producer Manufacturing,BSE
ESARIND,ESAAR (INDIA) LTD.,Finance,BSE
RRKABEL,R R KABEL LIMITED,Producer Manufacturing,BSE
ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Process Industries,BSE
SCBL,SAPTAK CHEM AND BUSINESS LIMIT,Non-Energy Minerals,BSE
YATHARTH,YATHARTH HOSPITAL & TRAUMA CAR,Health Services,BSE
ANJANIFIN,ANJANI FINANCE LTD.,Finance,BSE
KABRADG,KABRA DRUGS LTD.,Health Technology,BSE
PGINVIT,POWERGRID INFRASTRUCTURE INVES,Utilities,BSE
CRANEX,CRANEX LTD.,Producer Manufacturing,BSE
SCOOTER,SCOOTERS INDIA LTD.,Consumer Durables,BSE
INFRABEES,NIPPON INDIA MUTUAL FUND,Miscellaneous,BSE
SUNDRMFAST,SUNDRAM FASTENERS LTD.,Producer Manufacturing,BSE
BBL,BHARAT BIJLEE LTD.,Producer Manufacturing,BSE
JAFINANCE,J.A. FINANCE LIMITED,Finance,BSE
GKP,G. K. P. PRINTING & PACKAGING,Process Industries,BSE
DOLFIN,DOLFIN RUBBERS LIMITED,Consumer Durables,BSE
SUNRETAIL,SUN RETAIL LIMITED,Consumer Non-Durables,BSE
HPL,HPL ELECTRIC & POWER LIMITED,Electronic Technology,BSE
KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIM,Finance,BSE
PRIYALT,PRIYA LTD.,Distribution Services,BSE
SARTHAKGL,SARTHAK GLOBAL LTD.,Finance,BSE
TTKHEALTH,TTKHEALTH,Health Technology,BSE
YASHO,YASHO INDUSTRIES LIMITED,Consumer Non-Durables,BSE
GODREJAGRO,GODREJ AGROVET LIMITED,Process Industries,BSE
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,Finance,BSE
VARDMNPOLY,VARDHMAN POLYTEX LTD.,Process Industries,BSE
KACL,KAISER CORPORATION LIMITED,Commercial Services,BSE
JSL,JINDAL STAINLESS LTD.,Non-Energy Minerals,BSE
COSMOFIRST,COSMO FIRST LIMITED,Process Industries,BSE
BKV,BKV INDUSTRIES LTD.,Process Industries,BSE
GRANDFONRY,GRANDFONRY,Non-Energy Minerals,BSE
SADBHAV,SADBHAV ENGINEERING LTD.,Industrial Services,BSE
GOLCA,GOLDEN CARPETS LTD.,Consumer Durables,BSE
SHREESHAY,SHREESHAY ENGINEERS LIMITED,Industrial Services,BSE
GARNET,GARNET CONSTRUCTION LTD.,Finance,BSE
SEATV,SEA TV NETWORK LTD.,Consumer Services,BSE
BALGOPAL,BALGOPAL COMMERCIAL LIMITED,Producer Manufacturing,BSE
YARNSYN,YARN SYNDICATE LTD.,Process Industries,BSE
KHAZANCHI,KHAZANCHI JEWELLERS LIMITED,Distribution Services,BSE
ICICIBANK,ICICI BANK LTD.,Finance,BSE
ACTIVE,ACTIVE CLOTHING CO LIMITED,Consumer Non-Durables,BSE
TIRTPLS,TIRTH PLASTIC LTD.,Process Industries,BSE
HCLTECH,HCL TECHNOLOGIES LTD.,Technology Services,BSE
BAJAJELEC,BAJAJ ELECTRICALS LTD.,Consumer Durables,BSE
SONACOMS,SONA BLW PRECISION FORGINGS LI,Producer Manufacturing,BSE
STARPAPER,STAR PAPER MILLS LTD.,Process Industries,BSE
STRATMONT,STRATMONT INDUSTRIES LIMITED,Energy Minerals,BSE
NRBBEARING,NRB BEARINGS LTD.,Producer Manufacturing,BSE
BANKIETF,ICICI PRUDENTIAL MUTUAL FUND,Miscellaneous,BSE
VIPUL,VIPUL,Finance,BSE
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD,Process Industries,BSE
HINDTIN,HINDUSTAN TIN WORKS LTD.,Process Industries,BSE
HALDYNGL,HALDYN GLASS LTD,Process Industries,BSE
HOVS,HOV SERVICES LTD.,Technology Services,BSE
SATIA,SATIA INDUSTRIES LIMITED,Process Industries,BSE
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES,Process Industries,BSE
ADARSHPL,ADARSH PLANT PROTECT LTD.,Producer Manufacturing,BSE
AAIL,AKAR AUTO INDUSTRIES LIMITED,Consumer Durables,BSE
MANGLMCEM,MANGALAM CEMENT LTD.,Non-Energy Minerals,BSE
MARUTI,MARUTI SUZUKI INDIA LTD.,Consumer Durables,BSE
DECANBRG,DECCAN BEARINGS LTD.,Producer Manufacturing,BSE
SUNILAGR,SUNIL AGRO FOODS LTD.,Process Industries,BSE
JUBLINDS,JUBILANT INDUSTRIES LTD.,Process Industries,BSE
RIBATEX,RIBA TEXTILES LTD.,Process Industries,BSE
ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED,Consumer Services,BSE
SONATSOFTW,SONATA SOFTWARE LTD.,Technology Services,BSE
GENUSPRIME,GENUS PRIME INFRA LIMITED,Industrial Services,BSE
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZ,Process Industries,BSE
IMFA,INDIAN METALS & FERRO ALLOYS L,Non-Energy Minerals,BSE
HDFCSML250,HDFC MUTUAL FUND,Miscellaneous,BSE
INDCTST,INDUCTO STEEL LTD.,Producer Manufacturing,BSE
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT,Process Industries,BSE
DISHTV,DISH TV INDIA LTD.,Communications,BSE
ABB,ABB INDIA LIMITED,Producer Manufacturing,BSE
ANUHPHR,ANUH PHARMA LTD.,Health Technology,BSE
TARSONS,TARSONS PRODUCTS LIMITED,Process Industries,BSE
QUANTDIA,QUANTUM DIGITAL VISION (INDIA),Process Industries,BSE
CHITRTX,CHITRADURGA SPINTEX LTD.,Finance,BSE
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI,Finance,BSE
CANFINHOME,CAN FIN HOMES LTD.,Finance,BSE
SWADPOL,SWADESHI POLYTEX LTD.,Process Industries,BSE
CATVISION,CATVISION LIMITED,Electronic Technology,BSE
HBSL,HB STOCKHOLDINGS LTD.,Finance,BSE
OLATECH,OLATECH SOLUTIONS LIMITED,Technology Services,BSE
NEOGEN,NEOGEN CHEMICALS LIMITED,Process Industries,BSE
PENIND,PENNAR INDUSTRIES LTD.,Non-Energy Minerals,BSE
FINOPB,FINO PAYMENTS BANK LIMITED,Finance,BSE
GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Consumer Non-Durables,BSE
SAMRATPH,SAMRAT PHARMACHEM LTD.,Process Industries,BSE
CROMPTON,CROMPTON GREAVES CONSUMER ELEC,Producer Manufacturing,BSE
NIITLTD,NIIT LTD.,Commercial Services,BSE
HSIL,HEMANT SURGICAL INDUSTRIES LIM,Health Technology,BSE
NILA,NILA,Industrial Services,BSE
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,Distribution Services,BSE
SABEVENTS,SAB EVENTS & GOVERNANCE NOW ME,Technology Services,BSE
MARSONS,MARSONS LIMITED,Producer Manufacturing,BSE
SUBROS,SUBROS LTD.,Producer Manufacturing,BSE
INDOCITY,INDO-CITY INFOTECH LTD.,Finance,BSE
JANUSCORP,JANUS CORPORATION LIMITED,Industrial Services,BSE
PRITHVIEXCH,PRITHVI EXCHANGE (INDIA) LIMIT,Finance,BSE
BAFNAPHARM,BAFNAPHARM,Health Technology,BSE
AXISGOLD,AXIS MUTUAL FUND - AXIS GOLD E,Miscellaneous,BSE
DECIPHER,DECIPHER LABS LIMITED,Health Technology,BSE
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA L,Industrial Services,BSE
EVANS,EVANS ELECTRIC LIMITED,Consumer Services,BSE
RCL,RADHAGOBIND COMMERCIAL LIMITED,,BSE
BHILSPIN,BHILWARA SPINNERS LTD.,Process Industries,BSE
GALLANTT,GALLANTT ISPAT LIMITED,Non-Energy Minerals,BSE
KAYPOWR,KAY POWER AND PAPER LTD.,Process Industries,BSE
SECURCRED,SECUR CREDENTIALS LIMITED,Commercial Services,BSE
DSPSILVETF,DSP MUTUAL FUND,Miscellaneous,BSE
NGIL,NAKODA GROUP OF INDUSTRIES LIM,Consumer Non-Durables,BSE
KAYA,KAYA LIMITED,Consumer Non-Durables,BSE
JUBLPHARMA,JUBILANT PHARMOVA LIMITED,Health Technology,BSE
AVASARA,AVASARA FINANCE LIMITED,Finance,BSE
CTCL,CAPTAIN TECHNOCAST LIMITED,Producer Manufacturing,BSE
RETINA,RETINA PAINTS LIMITED,Process Industries,BSE
HTMEDIA,HT MEDIA LTD.,Consumer Services,BSE
STARHFL,STAR HOUSING FINANCE LIMITED,Finance,BSE
RML,RANE (MADRAS) LTD.,Producer Manufacturing,BSE
POWERMECH,POWER MECH PROJECTS LIMITED,Industrial Services,BSE
AMIORG,AMI ORGANICS LIMITED,Health Technology,BSE
IIFL,IIFL FINANCE LIMITED,Finance,BSE
BLS,BLS INTERNATIONAL SERVICES LTD,Technology Services,BSE
STRGRENWO,STERLING GREEN WOODS LTD.,Finance,BSE
NIF100IETF,ICICI PRUDENTIAL NIFTY 100 ETF,Miscellaneous,BSE
SPICEISL,SPICE ISLANDS APPARELS LTD.,Process Industries,BSE
SABOOBR,SABOO BROTHERS LTD.,Technology Services,BSE
ACML,ADITYA CONSUMER MARKETING LIMI,Retail Trade,BSE
XTGLOBAL,XTGLOBAL INFOTECH LIMITED,Technology Services,BSE
LYKISLTD,LYKIS LIMITED,Consumer Non-Durables,BSE
GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE,Finance,BSE
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Process Industries,BSE
TRABI,TRANSGENE BIOTEK LTD.,Health Technology,BSE
RONI,RONI HOUSEHOLDS LIMITED,Distribution Services,BSE
MIDWEST,MIDWEST GOLD LTD.,Non-Energy Minerals,BSE
CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Transportation,BSE
ASITC_RE,ASIT C MEHTA FINANCIAL SERVICE,Finance,BSE
SCI,SHIPPING CORPORATION OF INDIA,Transportation,BSE
GANDHITUBE,GANDHI SPECIAL TUBES LTD.,Non-Energy Minerals,BSE
DIAMANT,DIAMANT INFRASTRUCTURE LIMITED,Industrial Services,BSE
VIKASLIFE,VIKAS LIFECARE LIMITED,Distribution Services,BSE
SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Process Industries,BSE
VBIND,V B INDUSTRIES LIMITED,Finance,BSE
INVIGO,INVIGORATED BUSINESS CONSULTIN,Finance,BSE
PAOS,PAOS INDUSTRIES LIMITED,Consumer Non-Durables,BSE
YESBANK,YES BANK LTD.,Finance,BSE
SVCIND,SVC INDUSTRIES LIMITED,Process Industries,BSE
PARASPETRO,PARAS PETROFILS LTD.,Process Industries,BSE
PANCM,PANYAM CEMENTS & MINERAL INDUS,Non-Energy Minerals,BSE
ESAFSFB,ESAF SMALL FINANCE BANK LTD,Finance,BSE
LATENTVIEW,LATENT VIEW ANALYTICS LIMITED,Commercial Services,BSE
IRONWOOD,IRONWOOD EDUCATION LIMITED,Consumer Services,BSE
COCHINSHIP,COCHIN SHIPYARD LIMITED,Producer Manufacturing,BSE
JHS,JHS SVENDGAARD LABORATORIES LT,Consumer Non-Durables,BSE
INDICAP,INDITRADE CAPITAL LIMITED,Finance,BSE
HEUBACHIND,HEUBACH COLORANTS INDIA LIMITE,Process Industries,BSE
ADDIND,ADDI INDUSTRIES LTD.,Process Industries,BSE
BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,Consumer Non-Durables,BSE
EASTSILK,EASTERN SILK INDUSTRIES LTD.,Process Industries,BSE
EXCELINDUS,EXCEL INDUSTRIES LTD.,Process Industries,BSE
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD,Finance,BSE
ADORFO,ADOR FONTECH LTD.,Producer Manufacturing,BSE
BANKETF,MIRAE ASSET MUTUAL FUND,,BSE
HISARMET,HISARMET,Non-Energy Minerals,BSE
NILACHAL,NILACHAL REFRACTORIES LTD.,Non-Energy Minerals,BSE
CIGNITITEC,CIGNITI TECHNOLOGIES LTD.,Technology Services,BSE
SANTOSHF,SANTOSH FINE-FAB LTD.,Process Industries,BSE
MADHUCON,MADHUCON PROJECTS LTD.,Industrial Services,BSE
OLPCL,OLYMPIC CARDS LTD.,Consumer Non-Durables,BSE
PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITE,Producer Manufacturing,BSE
VICTMILL,VICTORIA MILLS LTD.,Process Industries,BSE
DYNAMIND,DYNAMIC INDUSTRIES LTD.,Process Industries,BSE
SPECIALITY,SPECIALITY RESTAURANTS LTD.,Consumer Services,BSE
AUTOPINS,AUTO PINS (INDIA) LTD.,Producer Manufacturing,BSE
LCCINFOTEC,LCC INFOTECH LTD.,Technology Services,BSE
KOVAI,KOVAI MEDICAL CENTER & HOSPITA,Health Services,BSE
SHRIGANG,SHRI GANG INDUSTRIES AND ALLIE,Consumer Non-Durables,BSE
SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,Process Industries,BSE
ASCENSIVE,ASCENSIVE EDUCARE LIMITED,Commercial Services,BSE
VERANDA,VERANDA LEARNING SOLUTIONS LIM,Commercial Services,BSE
IONEXCHANG,ION EXCHANGE (INDIA) LTD.,Producer Manufacturing,BSE
AIHL,AMBASSADOR INTRA HOLDINGS LIMI,Distribution Services,BSE
BORORENEW,BOROSIL RENEWABLES LIMITED,Process Industries,BSE
KSB,KSB LIMITED,Producer Manufacturing,BSE
NATHBIOGEN,NATH BIO-GENES (INDIA) LTD,Process Industries,BSE
APTECHT,APTECH LTD.,Commercial Services,BSE
VENLONENT,VENLON ENTERPRISES LTD.,Utilities,BSE
MOHEALTH,MOTILAL OSWAL MUTUAL FUND,Miscellaneous,BSE
PERFEPA,PERFECTPAC LTD.,Process Industries,BSE
INTLCONV,INTERNATIONAL CONVEYORS LTD.,Producer Manufacturing,BSE
INFOBEAN,INFOBEANS TECHNOLOGIES LIMITED,Technology Services,BSE
SHREEGANES,SHREE GANESH BIOTECH (INDIA) L,Process Industries,BSE
VISTARAMAR,VISTAR AMAR LIMITED,Finance,BSE
GULPOLY,GULSHAN POLYOLS LTD.,Consumer Non-Durables,BSE
CAPRIHANS,CAPRIHANS INDIA LTD.,Process Industries,BSE
VJTFEDU,VJTF EDUSERVICES LTD.,Consumer Services,BSE
HPAL,HP ADHESIVES LIMITED,Non-Energy Minerals,BSE
RODIUM,RODIUM REALTY LIMITED,Finance,BSE
HCL_INSYS,HCL INFOSYSTEMS LTD.,Technology Services,BSE
DSINVEST,DALAL STREET INVESTMENTS LTD.,Finance,BSE
ACME,ACME RESOURCES LIMITED,Finance,BSE
11QPD,NIPPON INDIA MUTUAL FUND,,BSE
MIRCELECTR,MIRC ELECTRONICS LTD.,Electronic Technology,BSE
RASIELEC,RASI ELECTRODES LTD.,Producer Manufacturing,BSE
ERPSOFT,ERP SOFT SYSTEMS LTD.,Technology Services,BSE
SHARIABEES,NIPPON INDIA ETF SHARIAH BEES,Miscellaneous,BSE
TALBROSENG,TALBROS ENGINEERING LIMITED,Non-Energy Minerals,BSE
SHETR,SHETRON LTD.,Process Industries,BSE
VIJSOLX,VIJAY SOLVEX LTD.,Process Industries,BSE
INOXGREEN,INOX GREEN ENERGY SERVICES LIM,Utilities,BSE
STCINDIA,STATE TRADING CORPORATION OF I,Distribution Services,BSE
DECNGOLD,DECCAN GOLD MINES LTD.,Non-Energy Minerals,BSE
PILANIINVS,PILANI INVESTMENT AND INDUSTRI,Finance,BSE
SOLARA,SOLARA ACTIVE PHARMA SCIENCES,Health Technology,BSE
ICSL,INTEGRATED CAPITAL SERVICES LT,Commercial Services,BSE
PACIFICI,PACIFIC INDUSTRIES LTD.,Non-Energy Minerals,BSE
HITECHCORP,HITECH CORPORATION LIMITED,Producer Manufacturing,BSE
LIQUIDBEES,NIPPON INDIA MUTUAL FUND,Miscellaneous,BSE
CLEDUCATE,CL EDUCATE LIMITED,Commercial Services,BSE
CONTICON,CONTINENTAL CONTROLS LTD.,Producer Manufacturing,BSE
GARGI,PNGS GARGI FASHION JEWELLERY L,Retail Trade,BSE
SREEL,SREELEATHERS LTD.,Retail Trade,BSE
SAMPRE,SAMPRE NUTRITIONS LTD.,Consumer Non-Durables,BSE
REMLIFE,REMEDIUM LIFECARE LIMITED,Consumer Durables,BSE
RIDDHICORP,RIDDHI CORPORATE SERVICES LIMI,Transportation,BSE
MIC,MIC,Health Technology,BSE
FRSHTRP,FRESHTROP FRUITS LTD.,Distribution Services,BSE
GRAPHITE,GRAPHITE INDIA LTD.,Process Industries,BSE
RATHIST,RATHI STEEL & POWER LTD.,Non-Energy Minerals,BSE
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,Finance,BSE
SCL,SUNSHINE CAPITAL LTD.,Finance,BSE
GSTL,GLOBALSPACE TECHNOLOGIES LIMIT,Technology Services,BSE
ORCHASP,ORCHASP LIMITED,Technology Services,BSE
CHOKSI,CHOKSI IMAGING LTD.,Health Technology,BSE
VELHO,VELAN HOTELS LTD.,Consumer Services,BSE
CHOICEIN,CHOICE INTERNATIONAL LTD.,Commercial Services,BSE
NTCIND,NTC INDUSTRIES LTD.,Consumer Non-Durables,BSE
HAPPYFORGE,HAPPY FORGINGS LIMITED,Producer Manufacturing,BSE
ROLEXRINGS,ROLEX RINGS LIMITED,Producer Manufacturing,BSE
LICNFNHGP,LIC MF EXHNGE TRADED FUND NIFT,Miscellaneous,BSE
CHANDNIMACH,CHANDNI MACHINES LIMITED,Producer Manufacturing,BSE
MANAKSIA,MANAKSIA LTD.,Non-Energy Minerals,BSE
TIINDIA,TUBE INVESTMENTS OF INDIA LTD,Non-Energy Minerals,BSE
BBETF0432,EDELWEISS MUTUAL FUND,Miscellaneous,BSE
DUTRON,DUTRON POLYMERS LTD.,Producer Manufacturing,BSE
HAPPSTMNDS,HAPPIEST MINDS TECHNOLOGIES LI,Technology Services,BSE
ADVIKLA,ADVIK LABORATORIES LTD.,Health Technology,BSE
ARROWHEAD,ARROWHEAD SEPERATION ENGINEERI,Process Industries,BSE
NEWINFRA,NEWTIME INFRASTRUCTURE LIMITED,Finance,BSE
MILLENNIUM,MILLENNIUM ONLINE SOLUTIONS (I,Distribution Services,BSE
ANGELONE,ANGEL ONE LIMITED,Finance,BSE
INFRAIETF,ICICI PRUDENTIAL MUTUAL FUND,Miscellaneous,BSE
GRAVITA,GRAVITA INDIA LTD.,Non-Energy Minerals,BSE
CHAMANSEQ,CHAMANSEQ,Process Industries,BSE
ORTEL,ORTEL COMMUNICATIONS LIMITED,Consumer Services,BSE
BFINVEST,BF INVESTMENT LTD.,Finance,BSE
DIACABS,DIAMOND POWER INFRASTRUCTURE L,Producer Manufacturing,BSE
KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Producer Manufacturing,BSE
VIKASECO,VIKAS ECOTECH LIMITED,Process Industries,BSE
LOWVOL,MIRAE ASSET MUTUAL FUND,,BSE
IPL,INDIA PESTICIDES LIMITED,Process Industries,BSE
MEGRISOFT,MEGRI SOFT LIMITED,Technology Services,BSE
GBFL,GOENKA BUSINESS & FINANCE LIMI,Finance,BSE
SPENCER,SPENCER,Retail Trade,BSE
PROCLB,PRO CLB GLOBAL LIMITED,Commercial Services,BSE
AXISCADES,AXISCADES TECHNOLOGIES LIMITED,Commercial Services,BSE
MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Consumer Durables,BSE
GOODRICKE,GOODRICKE GROUP LTD.,Process Industries,BSE
BIHSPONG,BIHAR SPONGE IRON LTD.,Non-Energy Minerals,BSE
EASTBUILD,EAST BUILDTECH LTD.,Consumer Durables,BSE
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Producer Manufacturing,BSE
PBAINFRA,PBA INFRASTRUCTURE LTD.,Industrial Services,BSE
PADMAIND,PADMANABH INDUSTRIES LTD,Distribution Services,BSE
TRIVENI,TRIVENI ENGINEERING & INDUSTRI,Process Industries,BSE
ITDC,INDIA TOURISM DEVELOPMENT CORP,Consumer Services,BSE
UMIYA,UMIYA TUBES LIMITED,Non-Energy Minerals,BSE
FREDUN,FREDUN PHARMACEUTICALS LIMITED,Health Technology,BSE
TCPLPACK,TCPL PACKAGING LTD.,Commercial Services,BSE
UCIL,UNIFINZ CAPITAL INDIA LIMITED,Finance,BSE
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Health Services,BSE
HIKAL,HIKAL LTD.,Health Technology,BSE
SABOOSOD,SABOO SODIUM CHLORO LTD.,Process Industries,BSE
FINPIPE,FINOLEX INDUSTRIES LTD.,Producer Manufacturing,BSE
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVEL,Industrial Services,BSE
NHPC,NHPC LTD.,Utilities,BSE
CESC,CESC LTD.,Utilities,BSE
SIMPLXREA,SIMPLEX REALTY LTD.,Finance,BSE
INTELLECT,INTELLECT DESIGN ARENA LIMITED,Technology Services,BSE
LOVABLE,LOVABLE LINGERIE LTD.,Consumer Non-Durables,BSE
ORIENTCEM,ORIENT CEMENT LTD,Non-Energy Minerals,BSE
SSPNFIN,SSPN FINANCE LIMITED,Finance,BSE
SMIFS,SMIFS CAPITAL MARKETS LTD.,Finance,BSE
IEX,INDIAN ENERGY EXCHANGE LIMITED,Finance,BSE
FLUOROCHEM,GUJARAT FLUOROCHEMICALS LIMITE,Process Industries,BSE
LINCOLN,LINCOLN PHARMACEUTICALS LTD.,Health Technology,BSE
PAKKA,PAKKA LIMITED,Process Industries,BSE
QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITE,Technology Services,BSE
SEALMATIC,SEALMATIC INDIA LIMITED,Producer Manufacturing,BSE
HDFCAMC,HDFC ASSET MANAGEMENT COMPANY,Finance,BSE
CONART,CONART ENGINEERS LTD.,Industrial Services,BSE
RUCHIRA,RUCHIRA PAPERS LTD.,Process Industries,BSE
SIYARAM,SIYARAM RECYCLING INDUSTRIES L,Non-Energy Minerals,BSE
GRMOVER,GRM OVERSEAS LTD.,Process Industries,BSE
GLITTEKG,GLITTEK GRANITES LTD.,Non-Energy Minerals,BSE
KAMAHOLD,KAMA HOLDINGS LIMITED,Process Industries,BSE
SANCTRN,SANCO TRANS LTD.,Transportation,BSE
SFMP77GR,SBI MUTUAL FUND,,BSE
ULTRACEMCO,ULTRATECH CEMENT LTD.,Non-Energy Minerals,BSE
HBESD,HB ESTATE DEVELOPERS LTD.,Consumer Services,BSE
TIGERLOGS,TIGER LOGISTICS (INDIA) LTD,Transportation,BSE
JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,Process Industries,BSE
HBLPOWER,HBL POWER SYSTEMS LTD.,Producer Manufacturing,BSE
BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Non-Energy Minerals,BSE
DPL,DIPNA PHARMACHEM LIMITED,Process Industries,BSE
TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Non-Energy Minerals,BSE
BCLIND,BCL INDUSTRIES LIMITED,Consumer Non-Durables,BSE
INNOCORP,INNOCORP LTD.,Producer Manufacturing,BSE
DCMNVL,DCM NOUVELLE LIMITED,Process Industries,BSE
EXXARO,EXXARO TILES LIMITED,Producer Manufacturing,BSE
SEAMECLTD,SEAMEC LTD.,Industrial Services,BSE
BMAL,BOTHRA METALS & ALLOYS LTD.,Non-Energy Minerals,BSE
RAMGOPOLY,RAMGOPAL POLYTEX LTD.,Producer Manufacturing,BSE
ELANGO,ELANGO INDUSTRIES LTD.,Non-Energy Minerals,BSE
GOLDBEES,NIPPON INDIA ETF GOLD BEES,Miscellaneous,BSE
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS,Distribution Services,BSE
MARKSANS,MARKSANS PHARMA LTD.,Health Technology,BSE
LORDSCHLO,LORDS CHLORO ALKALI LTD.,Process Industries,BSE
FGP,FGP LTD.,Finance,BSE
SPIC,SOUTHERN PETROCHEMICALS LTD.,Process Industries,BSE
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LI,Non-Energy Minerals,BSE
MEGASTAR,MEGASTAR FOODS LIMITED,Process Industries,BSE
SRECR,SREECHEM RESINS LTD.,Non-Energy Minerals,BSE
LTTS,L&T TECHNOLOGY SERVICES LIMITE,Industrial Services,BSE
MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD,Producer Manufacturing,BSE
DHANFAB,DHANLAXMI FABRICS LTD.,Process Industries,BSE
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Finance,BSE
BINANIIND,BINANI INDUSTRIES LTD.,Consumer Durables,BSE
TCIFINANCE,TCI FINANCE LTD.,Finance,BSE
VESUVIUS,VESUVIUS INDIA LTD.,Non-Energy Minerals,BSE
COMPINFO,COMPUAGE INFOCOM LTD.,Technology Services,BSE
INNOVTEC,INNOVATIVE TECH PACK LTD.,Process Industries,BSE
MIVENMACH,MIVEN MACHINE TOOLS LTD.,Producer Manufacturing,BSE
